zone_phase,zone_index,alive_players,teammates_alive,height_status,position_type,storm_edge_dist,mats_total,surge_above,outcome_placement,outcome_alive_time,best_call
mid,8,2,1,high,center,434,158,1,56,325,take_height
late,13,3,3,mid,corner,465,111,0,98,152,drop_low
mid,7,2,2,high,center,208,285,0,37,334,take_height
late,15,3,3,low,corner,429,291,0,75,381,drop_low
mid,8,4,2,low,center,83,374,0,4,581,look_for_refresh
mid,6,4,3,high,corner,432,149,1,72,420,take_height
late,11,1,1,low,center,120,165,0,44,454,drop_low
mid,6,2,2,low,corner,391,142,0,99,327,drop_low
mid,8,2,1,high,center,103,150,1,89,430,take_height
early,3,2,2,high,edge,374,86,1,95,591,take_height
mid,9,2,2,low,corner,369,235,0,49,582,drop_low
mid,10,4,4,high,edge,178,98,0,87,288,take_height
early,1,5,5,mid,edge,306,93,0,40,60,play_frontside
early,4,5,4,mid,edge,270,136,0,68,128,play_frontside
mid,10,4,4,high,edge,222,68,0,100,383,take_height
late,14,3,1,mid,center,271,139,0,71,170,drop_low
mid,7,2,2,low,edge,327,37,0,10,552,drop_low
early,1,4,2,low,corner,281,293,0,70,27,play_frontside
mid,10,4,3,mid,center,217,280,0,95,5,stabilize_box
early,2,3,3,mid,edge,353,138,0,4,445,play_frontside
mid,8,4,2,high,edge,375,35,1,21,508,take_height
early,5,5,3,high,edge,412,22,1,42,308,take_height
early,1,5,5,mid,edge,92,142,1,84,75,play_frontside
early,4,2,2,high,edge,249,54,1,81,345,take_height
mid,6,3,2,low,edge,132,124,0,6,384,drop_low
early,1,3,2,low,edge,174,122,0,11,253,play_frontside
mid,6,3,3,high,center,73,136,1,82,179,take_height
mid,9,2,1,low,edge,452,76,0,73,383,drop_low
mid,9,2,1,low,edge,106,66,0,12,257,drop_low
mid,7,4,3,mid,edge,78,181,0,31,466,look_for_refresh
late,14,2,1,mid,center,210,114,0,31,456,drop_low
early,3,2,2,high,corner,478,271,0,43,532,take_height
mid,6,1,1,low,corner,144,216,0,58,355,stick_deadside
early,5,5,3,low,edge,307,139,0,50,554,play_frontside
early,3,4,3,low,center,418,273,0,98,144,play_frontside
mid,10,1,1,mid,corner,321,106,0,80,545,stick_deadside
mid,7,4,2,mid,corner,440,55,0,41,595,drop_low
late,14,3,2,mid,edge,350,163,1,76,483,drop_low
mid,6,2,0,high,edge,373,113,0,77,311,drop_low
late,12,1,0,high,edge,470,22,0,36,445,drop_low
early,5,2,2,low,center,443,341,0,77,96,drop_low
early,2,4,2,mid,center,350,377,1,44,344,play_frontside
early,5,5,5,mid,corner,467,69,1,66,244,play_frontside
early,5,3,2,high,corner,481,99,0,15,538,take_height
mid,9,2,1,high,edge,100,85,1,77,395,take_height
mid,10,1,0,low,corner,298,253,0,34,276,stick_deadside
early,5,3,1,mid,center,291,105,0,90,100,play_frontside
late,11,1,0,mid,center,493,172,0,70,516,drop_low
late,12,3,1,low,center,282,176,0,85,90,drop_low
mid,10,4,4,low,edge,30,21,0,44,397,look_for_refresh
early,4,3,1,mid,corner,11,275,0,33,41,play_frontside
early,2,5,4,mid,edge,88,187,0,79,441,play_frontside
early,5,4,4,low,corner,53,259,0,99,471,play_frontside
early,2,4,3,mid,corner,203,105,0,92,534,play_frontside
mid,9,4,3,low,center,80,124,0,6,50,look_for_refresh
early,2,3,1,mid,corner,45,170,1,40,272,play_frontside
mid,9,1,0,low,edge,55,95,0,6,483,look_for_refresh
late,13,2,0,low,center,443,253,1,75,496,drop_low
mid,6,2,1,mid,corner,244,246,0,14,471,stabilize_box
late,14,1,1,low,corner,233,216,0,85,323,stick_deadside
early,5,5,3,mid,center,76,102,0,84,193,play_frontside
mid,10,4,2,low,edge,268,78,0,5,508,drop_low
mid,8,2,2,mid,center,128,210,1,45,289,stabilize_box
early,1,4,3,low,center,426,171,0,59,138,play_frontside
early,1,2,1,mid,edge,54,166,0,73,451,look_for_refresh
mid,9,2,2,high,center,34,317,0,94,311,take_height
mid,6,3,1,low,corner,174,208,1,43,557,drop_low
mid,9,4,4,mid,center,173,348,0,53,187,stabilize_box
mid,7,4,2,low,center,300,389,0,27,287,drop_low
mid,8,4,4,mid,edge,284,112,1,69,469,drop_low
early,5,4,3,low,center,54,384,0,69,472,play_frontside
mid,7,3,2,mid,edge,377,39,0,48,88,drop_low
early,1,5,4,mid,corner,220,204,0,79,436,play_frontside
early,2,2,1,high,edge,234,46,0,73,138,take_height
late,14,3,3,mid,center,155,289,0,25,364,stabilize_box
mid,6,2,2,mid,center,420,265,0,8,117,stabilize_box
mid,8,3,1,mid,corner,359,76,0,78,462,drop_low
mid,8,2,2,high,center,296,229,0,32,63,take_height
mid,7,2,0,high,edge,432,162,0,95,74,drop_low
early,2,3,3,low,edge,332,192,0,61,474,play_frontside
early,5,5,5,high,corner,415,224,1,87,382,take_height
early,4,5,5,mid,center,445,306,1,1,20,play_frontside
late,13,2,2,high,corner,19,85,1,31,29,take_height
mid,8,1,0,high,edge,382,51,0,71,162,drop_low
mid,6,1,1,low,edge,17,69,0,15,274,look_for_refresh
mid,7,4,2,mid,corner,43,110,0,70,286,look_for_refresh
late,12,2,1,low,edge,243,182,0,16,264,drop_low
early,3,3,3,low,edge,190,95,0,78,51,play_frontside
mid,8,4,4,low,center,411,163,1,81,120,drop_low
mid,10,2,0,mid,edge,21,24,0,74,408,look_for_refresh
late,13,2,1,low,center,247,299,0,93,466,drop_low
late,11,2,1,low,center,201,140,0,72,562,drop_low
early,3,5,4,mid,corner,450,270,0,57,553,play_frontside
late,14,2,1,low,corner,361,217,1,11,566,drop_low
late,13,1,0,low,center,395,389,0,18,316,drop_low
early,2,3,3,low,corner,282,282,0,45,325,play_frontside
mid,7,3,3,mid,edge,445,84,0,20,23,drop_low
mid,8,3,2,mid,corner,341,119,0,80,223,drop_low
late,11,3,1,low,center,336,301,0,91,39,drop_low
early,2,5,5,high,edge,344,199,0,87,263,take_height
late,12,2,1,mid,center,11,298,1,14,385,stabilize_box
mid,9,2,1,low,center,36,225,0,76,411,look_for_refresh
mid,9,2,0,low,edge,419,170,0,27,582,drop_low
mid,6,1,0,mid,edge,162,66,1,77,468,drop_low
mid,8,2,0,mid,corner,149,164,0,80,108,drop_low
late,12,2,1,low,center,410,217,1,97,187,drop_low
late,12,1,0,low,edge,202,26,0,88,258,drop_low
late,13,2,1,high,center,104,248,1,76,352,take_height
early,1,5,5,low,center,177,300,0,9,507,play_frontside
mid,10,2,1,mid,corner,14,106,0,13,276,look_for_refresh
early,4,4,3,high,corner,229,60,1,45,484,take_height
mid,10,1,1,mid,edge,37,99,0,8,283,look_for_refresh
mid,6,2,0,low,edge,258,67,0,56,596,drop_low
mid,9,2,0,mid,edge,81,114,0,82,319,look_for_refresh
mid,10,2,1,low,edge,317,85,0,91,555,drop_low
late,15,1,0,mid,corner,407,268,1,97,468,stick_deadside
early,5,2,2,mid,corner,143,229,0,7,375,stabilize_box
mid,10,4,2,high,edge,283,146,0,77,189,take_height
mid,8,3,3,high,corner,302,169,0,15,190,take_height
early,1,3,2,high,corner,467,286,0,98,74,take_height
early,2,3,2,high,edge,201,59,0,56,501,take_height
late,13,1,1,mid,center,364,112,0,84,150,drop_low
late,15,3,3,mid,corner,44,249,0,56,92,stabilize_box
late,15,3,1,mid,edge,135,182,0,37,240,drop_low
late,11,2,2,mid,edge,26,113,1,64,61,look_for_refresh
early,3,4,2,high,corner,119,87,0,17,236,take_height
mid,10,4,2,low,edge,484,128,1,93,232,drop_low
mid,10,3,3,high,center,97,349,0,21,229,take_height
mid,9,2,2,high,center,19,352,1,78,308,take_height
mid,9,2,0,high,edge,60,171,0,93,558,drop_low
mid,10,1,1,high,edge,121,112,1,86,56,drop_low
mid,9,2,0,low,corner,346,127,0,52,285,drop_low
mid,10,4,2,low,corner,61,76,0,33,218,look_for_refresh
early,4,2,1,low,corner,246,123,0,77,329,drop_low
mid,6,2,0,low,center,329,314,0,95,179,drop_low
mid,10,1,0,mid,corner,298,205,1,12,127,stick_deadside
mid,10,4,4,high,center,106,199,0,96,235,take_height
early,3,3,1,high,corner,282,243,1,46,225,take_height
mid,9,1,0,mid,center,475,333,0,70,331,stabilize_box
early,4,2,2,low,corner,389,210,0,75,29,drop_low
mid,9,1,1,low,edge,186,98,0,87,187,drop_low
late,15,2,2,low,corner,373,109,0,71,149,drop_low
mid,8,3,1,mid,corner,239,227,1,57,4,stabilize_box
mid,10,3,3,mid,edge,136,55,1,20,292,drop_low
mid,8,2,2,low,edge,272,87,1,68,83,drop_low
mid,9,4,3,low,corner,483,84,0,85,154,drop_low
late,15,3,2,low,corner,377,288,0,44,476,drop_low
mid,10,1,0,mid,edge,458,68,0,30,331,drop_low
mid,10,3,3,mid,center,392,267,0,25,349,stabilize_box
mid,9,1,1,mid,edge,455,118,0,31,306,drop_low
early,1,3,2,mid,center,468,136,1,2,468,play_frontside
mid,8,3,1,high,corner,275,182,0,84,113,take_height
mid,7,4,4,low,center,296,245,0,54,169,drop_low
mid,10,3,1,mid,edge,34,93,0,14,269,look_for_refresh
mid,8,1,0,mid,edge,194,23,1,23,337,drop_low
mid,8,1,1,mid,corner,74,242,0,69,186,stick_deadside
early,2,3,2,high,center,436,185,1,52,358,take_height
mid,10,2,1,mid,corner,140,194,0,83,322,drop_low
mid,7,2,1,mid,center,320,398,0,50,254,stabilize_box
mid,9,3,3,low,edge,313,107,0,71,161,drop_low
early,1,4,2,mid,center,330,221,1,85,453,play_frontside
mid,10,3,3,low,edge,464,83,0,33,27,drop_low
late,12,2,1,low,center,244,247,0,84,306,drop_low
early,4,4,2,mid,edge,122,103,0,9,571,play_frontside
mid,7,1,0,mid,edge,380,33,1,95,356,drop_low
early,2,2,2,low,corner,69,206,0,8,590,look_for_refresh
mid,8,1,0,mid,corner,23,230,1,75,463,stick_deadside
mid,9,3,3,mid,center,96,327,0,7,155,stabilize_box
mid,10,1,0,low,corner,346,134,0,21,502,stick_deadside
mid,7,1,0,mid,center,23,251,0,92,328,stabilize_box
late,15,2,1,mid,center,402,320,0,53,469,stabilize_box
early,5,5,4,mid,edge,350,27,0,15,305,play_frontside
early,4,2,2,mid,center,182,357,1,72,378,stabilize_box
late,13,3,3,low,edge,11,67,0,52,249,look_for_refresh
mid,6,2,1,mid,edge,253,47,1,76,372,drop_low
late,12,3,2,high,edge,169,153,1,69,326,take_height
mid,8,3,1,mid,corner,273,82,0,72,467,drop_low
late,14,1,0,low,center,301,233,1,37,1,drop_low
mid,7,1,1,mid,corner,227,118,0,78,538,stick_deadside
mid,7,2,0,high,center,430,215,1,4,197,drop_low
late,14,3,3,low,center,280,300,0,91,281,drop_low
mid,9,3,3,high,edge,43,121,1,79,497,take_height
early,3,2,0,high,center,158,167,1,84,58,drop_low
mid,10,3,1,low,center,480,200,1,61,429,drop_low
early,5,2,0,high,edge,18,94,0,22,22,drop_low
early,5,5,4,mid,corner,49,83,0,49,432,play_frontside
mid,10,4,3,high,center,263,272,1,36,269,take_height
mid,6,1,0,mid,edge,35,32,0,94,409,look_for_refresh
mid,9,4,3,mid,corner,415,109,0,97,522,drop_low
mid,10,3,3,mid,center,406,327,0,63,274,stabilize_box
mid,6,2,1,high,corner,34,119,1,92,55,take_height
early,1,4,3,low,edge,208,92,0,38,568,play_frontside
early,1,2,1,mid,corner,380,158,1,40,561,drop_low
early,4,4,4,low,corner,100,199,0,64,410,play_frontside
mid,7,3,3,low,center,408,208,0,68,369,drop_low
early,3,5,3,low,corner,469,227,0,56,490,play_frontside
mid,6,1,0,mid,corner,54,248,0,14,116,stick_deadside
mid,7,3,2,low,center,234,108,0,2,330,drop_low
late,15,3,3,low,center,286,231,0,63,84,drop_low
early,2,5,4,low,center,98,173,1,19,294,play_frontside
mid,7,2,2,low,center,305,195,0,78,131,drop_low
mid,7,4,3,mid,center,184,228,0,71,467,stabilize_box
late,14,1,0,high,center,351,321,1,9,465,drop_low
late,14,1,1,low,corner,70,168,0,33,108,stick_deadside
early,3,5,5,high,corner,279,123,0,88,565,take_height
early,2,3,3,mid,edge,209,166,1,61,428,play_frontside
late,13,3,2,mid,edge,353,41,1,85,383,drop_low
mid,6,2,0,mid,corner,332,198,0,44,540,drop_low
mid,7,3,3,high,center,85,325,0,65,347,take_height
mid,9,3,1,low,center,184,152,0,85,160,drop_low
mid,9,3,3,mid,center,479,102,1,57,230,drop_low
late,11,1,0,mid,center,409,131,0,24,204,drop_low
late,15,2,1,mid,corner,336,113,1,44,532,drop_low
mid,6,4,3,high,edge,283,136,1,68,390,take_height
mid,8,2,0,low,corner,438,195,0,6,3,drop_low
late,14,1,0,mid,center,32,359,1,67,329,stabilize_box
early,2,3,2,mid,edge,35,31,1,34,33,play_frontside
early,3,3,1,mid,center,239,144,1,25,396,play_frontside
late,13,2,0,low,corner,203,103,0,27,282,drop_low
mid,6,2,0,mid,edge,139,21,0,18,370,drop_low
early,3,2,2,high,edge,159,22,1,5,176,take_height
early,5,4,2,mid,edge,124,192,1,88,586,play_frontside
late,13,3,3,high,center,175,375,1,96,556,take_height
mid,8,4,3,mid,corner,258,77,1,85,139,drop_low
mid,6,2,1,low,edge,179,96,0,44,453,drop_low
early,5,4,3,low,center,165,391,0,98,280,play_frontside
late,11,3,1,low,edge,72,37,0,93,227,look_for_refresh
late,11,2,1,mid,corner,282,91,0,5,350,drop_low
mid,8,4,4,low,corner,252,210,0,61,531,drop_low
mid,10,1,1,mid,edge,377,60,0,92,312,drop_low
early,2,2,0,mid,center,475,267,0,6,305,stabilize_box
late,11,1,1,low,corner,196,198,0,75,109,stick_deadside
mid,9,4,4,low,corner,124,108,0,39,499,drop_low
late,11,1,0,low,center,267,178,0,8,57,drop_low
mid,8,4,4,mid,corner,364,96,0,99,95,drop_low
late,14,3,2,low,center,344,242,0,75,492,drop_low
late,11,1,0,low,center,216,144,0,84,254,drop_low
mid,10,1,1,high,edge,117,182,0,43,145,drop_low
late,12,3,3,high,center,381,269,1,86,446,take_height
mid,8,1,0,low,edge,265,68,0,41,168,drop_low
early,5,5,3,mid,corner,118,204,1,76,139,play_frontside
mid,10,2,2,mid,center,256,379,0,69,378,stabilize_box
mid,10,1,0,high,corner,235,214,0,98,269,stick_deadside
mid,7,2,1,mid,edge,187,168,0,98,337,drop_low
early,3,4,2,low,edge,152,175,0,30,28,play_frontside
mid,10,3,2,mid,edge,155,174,0,59,466,drop_low
mid,6,3,1,mid,center,86,148,0,23,156,look_for_refresh
mid,7,2,1,low,center,47,116,0,100,439,look_for_refresh
mid,7,3,3,mid,edge,401,118,0,57,16,drop_low
mid,8,4,4,mid,edge,89,103,0,25,168,look_for_refresh
early,5,2,1,low,edge,157,153,0,48,231,drop_low
mid,8,1,0,low,center,453,303,0,70,232,drop_low
mid,8,4,4,mid,edge,291,79,0,42,353,drop_low
early,2,5,3,low,corner,428,191,0,29,514,play_frontside
late,13,2,2,high,corner,130,256,1,85,205,take_height
late,11,3,2,low,corner,346,147,0,71,258,drop_low
mid,10,2,2,low,corner,163,298,1,45,384,drop_low
late,14,1,0,mid,edge,283,196,0,41,357,drop_low
late,14,2,0,high,edge,181,150,1,73,325,drop_low
late,15,3,3,high,edge,144,129,1,63,70,take_height
early,1,3,1,mid,center,245,252,0,47,562,play_frontside
late,14,3,1,low,center,44,287,0,100,176,look_for_refresh
mid,9,1,0,mid,edge,21,106,0,1,511,look_for_refresh
mid,8,1,0,mid,center,386,111,0,95,152,drop_low
early,2,2,2,low,edge,248,142,0,20,393,drop_low
mid,10,4,3,high,center,378,185,1,92,245,take_height
early,5,2,1,low,center,309,152,0,19,122,drop_low
early,1,4,3,high,center,50,160,0,65,168,take_height
mid,7,4,2,high,edge,63,176,0,93,130,take_height
late,14,1,1,mid,corner,138,62,0,74,585,stick_deadside
late,12,2,2,high,center,290,166,1,36,19,take_height
mid,8,4,4,mid,edge,345,162,0,23,504,drop_low
late,15,1,0,low,center,258,353,0,82,542,drop_low
late,12,2,1,mid,edge,387,94,1,29,117,drop_low
late,13,3,3,low,corner,280,216,0,92,190,drop_low
early,3,5,3,mid,center,84,334,0,44,3,play_frontside
mid,10,4,3,mid,edge,366,54,1,7,333,drop_low
late,14,2,2,mid,center,496,299,1,31,340,stabilize_box
mid,8,1,0,low,center,396,269,0,38,160,drop_low
mid,9,3,2,mid,corner,182,170,1,66,415,drop_low
mid,10,2,1,high,corner,385,57,1,79,573,take_height
mid,10,3,2,low,center,54,173,0,22,265,look_for_refresh
mid,8,3,3,mid,corner,444,237,0,75,67,stabilize_box
early,3,3,2,low,edge,179,135,0,54,95,play_frontside
mid,9,4,3,mid,edge,432,64,1,54,580,drop_low
late,15,3,1,low,corner,29,171,0,83,241,look_for_refresh
late,14,2,2,mid,center,254,185,0,6,17,drop_low
early,4,2,0,low,center,480,201,0,73,415,drop_low
late,12,2,1,low,corner,216,173,0,62,221,drop_low
mid,6,1,1,high,corner,411,196,0,29,40,stick_deadside
mid,7,4,4,low,center,125,215,0,43,131,drop_low
late,14,3,2,mid,center,176,279,1,67,129,stabilize_box
late,12,1,1,low,center,364,137,1,62,520,drop_low
late,14,2,2,mid,center,294,191,0,13,192,drop_low
mid,10,1,0,mid,edge,285,102,0,64,425,drop_low
late,15,1,1,low,edge,435,179,0,47,456,drop_low
early,4,5,5,low,center,344,108,0,60,225,play_frontside
mid,6,1,0,mid,edge,105,196,0,15,514,drop_low
mid,8,3,2,mid,corner,21,96,1,5,175,look_for_refresh
mid,7,1,0,high,edge,321,172,1,69,316,drop_low
mid,7,1,0,mid,center,380,194,0,2,177,drop_low
late,11,2,1,mid,edge,277,186,0,38,93,drop_low
early,2,2,1,low,center,482,395,0,94,271,drop_low
early,4,3,1,low,corner,62,195,0,54,434,play_frontside
mid,6,4,3,low,center,107,230,0,92,460,drop_low
mid,6,1,0,low,center,273,120,0,39,514,drop_low
late,12,1,0,low,center,323,107,0,96,124,drop_low
mid,8,3,2,mid,center,289,300,1,20,80,stabilize_box
early,3,2,1,mid,edge,374,37,0,20,371,drop_low
late,14,1,0,high,center,70,135,1,29,95,drop_low
mid,7,4,2,low,center,138,263,0,35,189,drop_low
early,5,5,4,mid,corner,98,188,1,32,122,play_frontside
mid,9,2,1,high,edge,491,31,1,17,44,take_height
mid,9,3,2,mid,edge,87,173,0,51,260,look_for_refresh
mid,6,3,1,low,edge,237,179,0,8,188,drop_low
mid,8,4,2,low,corner,79,145,0,21,261,look_for_refresh
late,14,3,1,low,center,182,110,0,23,557,drop_low
late,14,2,1,low,corner,402,196,0,51,60,drop_low
mid,7,2,2,mid,center,121,357,0,91,264,stabilize_box
early,5,4,4,low,corner,394,65,0,6,548,play_frontside
late,13,2,2,low,center,466,192,0,52,10,drop_low
mid,6,3,3,mid,center,161,362,1,8,103,stabilize_box
mid,9,3,3,high,center,69,395,0,99,111,take_height
mid,10,1,0,mid,center,240,144,1,69,533,drop_low
late,15,3,2,mid,edge,475,145,0,33,501,drop_low
mid,9,3,2,mid,corner,441,123,1,62,205,drop_low
early,2,4,3,low,edge,432,27,0,65,97,play_frontside
mid,10,1,0,mid,corner,283,135,0,63,397,stick_deadside
late,11,1,0,mid,corner,114,147,1,88,567,stick_deadside
early,5,2,2,high,corner,357,235,1,32,562,take_height
late,13,2,1,low,edge,317,132,0,55,496,drop_low
mid,7,2,1,mid,center,267,136,1,33,532,drop_low
mid,6,1,1,low,edge,366,157,0,38,364,drop_low
mid,10,3,2,mid,center,242,282,1,2,257,stabilize_box
early,5,5,5,low,corner,173,209,0,81,205,play_frontside
late,14,1,1,low,edge,313,69,1,10,342,drop_low
mid,8,2,0,high,corner,382,59,1,66,499,drop_low
late,14,3,2,mid,edge,353,87,1,76,192,drop_low
mid,10,2,1,mid,corner,300,137,0,94,124,drop_low
early,1,5,4,low,corner,207,133,0,15,126,play_frontside
early,4,2,2,low,edge,346,99,0,87,193,drop_low
mid,10,1,0,mid,edge,103,108,0,82,238,drop_low
late,11,1,0,high,center,124,338,0,61,248,drop_low
mid,7,1,1,high,edge,81,171,1,31,225,drop_low
mid,10,2,2,mid,corner,435,258,0,38,189,stabilize_box
mid,10,1,1,mid,edge,467,170,0,29,222,drop_low
mid,6,4,4,high,center,345,288,1,78,90,take_height
mid,7,1,0,mid,corner,303,131,0,43,403,stick_deadside
late,14,1,0,mid,corner,163,203,1,23,57,stick_deadside
mid,9,3,3,low,corner,296,155,0,25,520,drop_low
mid,7,1,0,mid,center,263,345,1,28,458,stabilize_box
early,2,3,1,mid,corner,189,56,1,99,402,play_frontside
late,14,1,0,high,center,453,137,0,94,395,drop_low
early,4,3,2,high,edge,17,173,0,91,158,take_height
early,4,3,1,low,corner,198,218,1,72,127,play_frontside
mid,9,2,1,mid,center,44,191,0,83,517,look_for_refresh
mid,9,4,2,high,center,299,105,0,1,237,take_height
mid,10,3,1,low,edge,147,168,0,20,333,drop_low
mid,8,1,0,low,center,177,191,0,94,36,drop_low
late,11,2,1,low,center,117,100,0,29,155,drop_low
early,1,4,4,mid,center,317,369,0,8,544,play_frontside
late,11,3,1,mid,corner,149,69,0,62,118,drop_low
mid,7,1,0,mid,corner,370,105,1,14,322,stick_deadside
mid,6,2,0,low,center,164,278,0,38,516,drop_low
mid,10,2,2,high,corner,156,73,1,3,267,take_height
mid,9,1,1,low,center,322,201,1,3,362,drop_low
late,15,1,1,low,corner,227,189,0,55,485,stick_deadside
mid,8,3,3,mid,center,63,130,0,78,230,look_for_refresh
mid,9,1,1,mid,corner,24,64,1,21,421,stick_deadside
mid,10,3,3,low,edge,232,91,1,35,397,drop_low
late,12,2,2,low,edge,375,146,0,44,411,drop_low
mid,6,3,3,low,corner,430,225,0,44,322,drop_low
late,11,2,0,mid,corner,198,110,1,43,303,drop_low
mid,7,3,2,high,center,411,331,1,41,475,take_height
early,1,4,2,mid,corner,230,77,0,27,524,play_frontside
early,4,5,3,mid,center,309,284,0,92,451,play_frontside
mid,7,1,0,mid,corner,356,277,1,28,538,stick_deadside
early,5,4,3,low,edge,367,89,0,5,411,play_frontside
early,3,3,3,high,edge,393,199,1,43,499,take_height
late,14,3,2,high,center,349,294,1,63,109,take_height
late,12,2,0,low,center,158,396,0,39,163,drop_low
mid,10,4,4,low,edge,294,22,0,10,13,drop_low
early,1,5,3,low,edge,116,52,0,63,127,play_frontside
early,2,3,2,low,edge,280,26,0,9,453,play_frontside
early,3,5,3,mid,corner,351,297,1,84,171,play_frontside
mid,10,3,1,mid,corner,352,159,1,93,209,drop_low
late,12,3,3,high,center,333,298,1,29,339,take_height
mid,7,4,4,mid,center,260,363,0,28,59,stabilize_box
early,1,2,0,mid,corner,353,287,0,11,507,stabilize_box
mid,8,1,0,mid,corner,73,93,0,85,268,stick_deadside
mid,8,2,2,low,edge,279,100,0,99,480,drop_low
mid,6,1,0,low,edge,174,58,0,87,517,drop_low
mid,10,2,2,mid,center,63,129,1,93,448,look_for_refresh
mid,7,4,4,low,edge,324,30,0,15,555,drop_low
early,5,3,2,low,center,137,369,1,81,578,play_frontside
early,4,5,3,high,edge,196,64,1,24,134,take_height
late,14,1,0,mid,center,222,251,0,35,213,stabilize_box
early,5,3,1,low,corner,320,274,0,61,99,play_frontside
early,5,2,0,mid,center,436,347,0,20,271,stabilize_box
early,3,5,3,high,center,189,270,0,58,49,take_height
early,3,5,5,low,center,304,336,0,63,175,play_frontside
mid,6,1,1,low,corner,342,247,0,100,514,stick_deadside
late,15,1,1,high,edge,156,53,1,75,489,drop_low
mid,7,4,4,low,corner,193,180,1,94,6,drop_low
mid,6,1,0,low,corner,483,158,0,60,554,stick_deadside
mid,6,1,0,mid,center,173,208,1,39,307,stabilize_box
mid,9,1,0,high,center,189,242,1,20,467,drop_low
late,13,1,0,low,center,309,398,0,86,528,drop_low
late,15,2,2,low,edge,311,163,0,88,73,drop_low
early,3,4,4,low,center,106,225,0,58,67,play_frontside
late,12,3,3,high,center,177,181,0,64,593,take_height
mid,10,1,1,low,edge,345,34,0,14,542,drop_low
late,14,2,2,mid,corner,190,245,0,36,27,stabilize_box
mid,8,1,0,high,center,450,243,0,13,426,drop_low
late,14,2,0,low,edge,412,99,0,1,576,drop_low
late,11,1,1,high,corner,494,257,0,91,434,stick_deadside
early,4,3,1,high,center,471,242,1,13,391,take_height
mid,6,4,3,high,edge,309,72,1,35,329,take_height
late,11,3,2,low,center,245,157,0,8,56,drop_low
late,14,3,3,mid,center,103,267,0,18,267,stabilize_box
early,1,2,0,high,edge,232,165,1,34,393,drop_low
mid,8,1,1,high,corner,413,93,1,52,547,stick_deadside
mid,10,2,0,low,corner,309,257,0,70,596,drop_low
early,2,2,2,high,edge,436,147,1,58,179,take_height
mid,10,1,1,low,edge,120,199,0,27,583,drop_low
